0,1,1,0,121,8,22,0,0,0,0,0,0,0,0,5,0,Deebach Grand1
0,2,2,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
0,3,3,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
0,4,4,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
0,5,5,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
0,6,6,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
0,7,7,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
0,8,8,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
0,9,9,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
0,10,10,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
0,11,11,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
0,12,12,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
0,13,13|14|15,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
0,14,14,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
0,15,15,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
0,16,16,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
1,1,1,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
1,2,2,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
1,3,3,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
1,4,4,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
1,5,5,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
1,6,6,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
1,7,7,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
1,8,8,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
1,9,9,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
1,10,10,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
1,11,11,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
1,12,12,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
1,13,13|14|15,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
1,14,14,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
1,15,15,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
1,16,16,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
2,1,1,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
2,2,2,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
2,3,3,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
2,4,4,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
2,5,5,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
2,6,6,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
2,7,7,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
2,8,8,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
2,9,9,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
2,10,10,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
2,11,11,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
2,12,12,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
2,13,13|14|15,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
2,14,14,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
2,15,15,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
2,16,16,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
3,1,1,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
3,2,2,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
3,3,3,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
3,4,4,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
3,5,5,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
3,6,6,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
3,7,7,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
3,8,8,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
3,9,9,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
3,10,10,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
3,11,11,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
3,12,12,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
